Name,Location,time,date,description,upvotes
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 21, 2019",Festival/Celebration,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 21, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 21, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 21, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 21, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
SPO Brown Bag--Alex Karan--UIUC,819 Psychology,12:00 pm,"October 21, 2019",Other,0
Health/Fitness,Flu shots at UGL/ Undergraduate Library - Upper Level near Gallery,1:30 - 4:30 pm,"October 21, 2019",3:00 pm,0
"CLACS Lecture Series. ""Protecting Democracy in the Age of Polarization: Lessons from Latin America""","101 International Studies Building, 910 S Fifth St, Champaign, IL 61820",3:00 pm,"October 21, 2019",Lecture,0
Mindful Monday,"Undergrad Library, Reflection Room Lower Level",7:00 - 8:00 pm,"October 21, 2019",Schedule your study break to stop by and enjoy a relaxation technique facilitated by McKinley's Stress Management Peers. Pick up some stress related materials and resources.,0
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 22, 2019",Festival/Celebration,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 22, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 22, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 22, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 22, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 22, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
AACC Food for Thought: Cultivating Healthy Relationships and Empowering Survivors,"Asian American Cultural Center Lounge, 1210 Nevada St, Urbana",12:00 - 1:00 pm,"October 22, 2019","Food for Thought, part of the Office of Inclusion and Intercultural Relation's Lunch on Us series, is a weekly noontime discussion focused on topics relevant to the Asian American community. Past discussions include topics such as nutrition, mental health, sexual health, and issues of queer Asian Americans.",0
IGB Seminar - GNDP,612 Conference Center Carl R. Woese Institute for Genomic Biology,12:00 pm,"October 22, 2019","Maja Bucan, PhD University of Pennsylvania Perelman School of Medicine; Professor, Department of Genetics",0
Mindfulness Meditation,Wohlers Hall - Rm. 174,12:00 - 12:50 pm,"October 22, 2019",This beginner-friendly course will introduce the concept of mindful meditation.,0
Mindful Meditation,"Spurlock Museum, 600 S Gregory St, Urbana",12:30 - 1:00 pm,"October 22, 2019","During each 30–minute session, Mary Wolters of Green Yoga Spa will help participants bring a focus to their breathing and share tips for how to engage mindfully. No registration or special equipment is necessary, and participants may attend as many or few sessions as they like.",0
Research Live! competition,"Krannert Center for the Performing Arts, Stage 5",4:00 - 6:00 pm,"October 22, 2019","Fun, fast-paced & fascinating celebration of graduate research at Illinois!",0
Health/Fitness,Flu shots at Bromley Hall - Lobby,4:30 - 7:30 pm,"October 22, 2019",5:00 - 6:00 pm,0
Effective Laboratory Teaching,"Armory building, room 428",5:00 - 6:00 pm,"October 22, 2019","In this workshop, we will discuss all the steps necessary for providing a fun, interactive learning experience to all the students in your laboratory class. Topics include: course planning, group work, providing effective demonstrations, experiment review and more. ",0
Freedom from Smoking,"Bevier Hall, Room 108",5:15 - 6:45 pm,"October 22, 2019","Freedom from Smoking uses a systematic and personalized approach to help people overcome tobacco addiction. It has a positive focus, with an emphasis on the benefits of better health. Because no single cessation technique is effective for all smokers, the program includes a comprehensive variety of evidence-based cessation techniques.",0
Vegan & Vegetarian,ARC Instructional Kitchen - 201 E. Peabody Dr. Champaign IL 61820,5:30 - 7:00 pm,"October 22, 2019",Wanna learn some new dishes for Meatless Monday or looking to learn to make the switch to a plant based lifestyle? Join us for a new take on macaroni and cheese and some freshly baked chocolate chip cookies.,0
Applying Social Science Research Methods in Iran: A Discussion with Professor Arzoo Osanloo,Lucy Ellis Lounge; 707 S. Mathews Ave.; Urbana,6:00 - 7:30 pm,"October 22, 2019",Lecture,0
Tuesdays @ 7 Workshop - Challenging Procrastination,Everitt Lab 3217,7:00 - 8:15 pm,"October 22, 2019",Counseling Center Paraprofessionals are a group of undergraduate students who work to assist other students in embracing wellness. Each semester they hold weekly workshops on wellness topics that are relevant to our campus.,0
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 23, 2019",Festival/Celebration,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 23, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 23, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 23, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 23, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 23, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,Flu shots at the IKE/Ikenberry Commons - Lobby,10:30 am - 1:30 pm,"October 23, 2019",12:00 - 1:00 pm,0
Major-Minor Luncheon,"Asian American Cultural Center Lounge, 1210 Nevada St, Urbana",12:00 - 1:00 pm,"October 23, 2019","AAS majors and minors, as well as students of all disciples who are interested in Asian American Studies, are invited to join us at the Major-Minor Luncheon on October 23. Network with other AAS students and faculty, learn about upcoming courses, and enjoy lunch on us!",0
Migration & Game Design Working Group,"Informatics, Room 210A, Tech Plaza, 616 E. Green, Suite 210",12:00 - 12:50 pm,"October 23, 2019","Fall 2019 working group meetings of the Migration & Game Design Group. Students, faculty, staff & members of the Champaign-Urbana community are welcome. Lunch provided with RSVP to wggp@illinois.edu by October 20th.",0
EVIT Working Group Meeting,Beckman 3269 - 3rd Floor Tower Room,3:00 pm,"October 23, 2019","Erik Nelson from Molecular and Integrative Physiology will present on ""Extracellular Vesicle Verification Techniques""",0
Health/Fitness,Flu shots at the IKE/Ikenberry Commons - Lobby,4:30 - 7:30 pm,"October 23, 2019",5:15 - 6:15 pm,0
Dare to Dream,"Huff Hall, Room 209",5:15 - 6:15 pm,"October 23, 2019","Being intentional about dreaming, goal setting and action at any stage in life!",0
Hope Talks,Lincoln Hall 1020,6:00 - 8:00 pm,"October 23, 2019","These informational and inspirational talks will be held October 23rd from 6 to 8 PM in Lincoln Hall 1020. Topics include breast cancer awareness, current research (including research on campus), and prevention. Survivors, students, and researchers share their stories. Everyone is invited to come listen and engage with them.",0
Life and Random Algorithms,"Knight Auditorium, Spurlock Museum",7:30 pm,"October 23, 2019",The Center for Advanced Study's 2019 Annual Lecture.,0
The Four Italian Tenors: Viva Italia!,Foellinger Great Hall,7:30 pm,"October 23, 2019","In this delightful program of romantic, captivating, and passionate Italian music, a charming quartet of award-winning, rising musical stars salute tenor statesmen of Italian classical music.",0
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 24, 2019",Festival/Celebration,0
"1919: Black Water. On Painting, Climate Change, and the History of Environmental Segregation",Temple Hoyne Buell Hall (611 East Lorado Taft Drive),8:30 am,"October 24, 2019",Lecture,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 24, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 24, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 24, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 24, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 24, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,College of Education-North Lobby,11:00 am - 2:00 pm,"October 24, 2019",11:00 am - 4:00 pm,0
Farm Stand on the Quad,South Side of Illini Union on the Main Quad,11:00 am - 4:00 pm,"October 24, 2019","The Sustainable Student Farm sells their produce at their farm stand on the Quad every Thursday, 11am to 4pm, from May to end of October.",0
Free Flu Shots at the College of Education,North Lobby of the Education Building,11:00 am - 2:00 pm,"October 24, 2019","Free Flu Shots on Thursday, October 24, 11am-2:00pm in the North Lobby of the Education Building",0
Go With Gratitude,"Illini Union Bookstore Building, 4th Floor Lobby",12:00 - 12:50 pm,"October 24, 2019","Go with Gratitude is a unique program that will help you discover how to enhance your overall quality of life through cultivating an attitude of gratitude. Research suggests that people who intentionally increase and sustain positive emotions such as gratitude and optimism are healthier, happier, and more resilient in coping with life’s challenges.",0
WW Workshops (Weight Watchers® Reimagined),"249 Bevier Hall (Bevier Commons), 905 South Goodwin Ave, Urbana",12:15 - 12:45 pm,"October 24, 2019","Confidential weigh-in starts at noon, and the meeting runs from 12:15-12:45.",0
The Power of Presentations: Enhancing your Slides for Teaching and Engagement,Armory 172 (Innovation Studio),2:00 - 3:00 pm,"October 24, 2019",In this session we distill the magic that just might take your next presentation from bland to grand. See full description for more info.,0
"Of Jealousy, Women Warriors, & Spin-Offs: Secondo Tarentino's Bradamante gelosa","Main Library, Room 346",3:00 - 5:00 pm,"October 24, 2019","A special lecture by Eleonora Stoppino, Professor of Italian and Medieval Studies, on Della Bradamante gelosa by Secondo Tarentino.",0
Health/Fitness,Flu shots at (ARC) Activities Recreation Center - Atrium,4:30 - 7:30 pm,"October 24, 2019",5:00 pm,0
Krannert Uncorked: CU Folk & Roots Festival Collaboration,Stage 5,5:00 pm,"October 24, 2019","At Krannert Uncorked, Stage 5 is the crossroads to gather, make connections, and try a new wine.",0
Prudential Pathways,Siebel Center for Computer Science - Rm 1214,5:15 - 6:15 pm,"October 24, 2019","Prudential Pathways offers practical, down-to earth information that can help you and your family today, tomorrow, and beyond.",0
KAM Event | Art Talk Thursday: European and American Art,"Main Level, Bow Gallery",5:30 pm,"October 24, 2019",Join us for a chat about European and American art with KAM curator Maureen Warren. Get to know fellow art fans at the meet and greet reception that follows.,0
CSAMES Middle East Film Festival: 3 Faces,"5:30 PM at Champaign Public Library, 200 W. Green St., Champaign, Robeson Pavilion Room B",6:30 pm,"October 24, 2019",Film Screening,0
Environmental Humanities Film Screening and Discussion | Gregg Mitman,"Room 208, Second Floor, Levis Faculty Center (919 W. Illinois St., Urbana)",7:00 pm,"October 24, 2019","Film screening and discussion of The Land Beneath Our Feet with Gregg Mitman. Dr. Mitman is Vilas Research and William Coleman Professor of History, Medical History, and Environmental Studies at the University of Wisconsin–Madison.",0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 24, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Titus Andronicus,Studio Theatre,7:30 pm,"October 24, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
Illinois Soccer vs. Wisconsin,Demirjian Park,8:00 pm,"October 24, 2019",Sporting Event,0
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 25, 2019",Festival/Celebration,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 25, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 25, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 25, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Research Legacy of Roy Campbell Across Four Decades,Coordinated Science Lab & Siebel Center,12:00am - 11:59pm,"October 25, 2019",Festival/Celebration,0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 25, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 25, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,Flu shots at Lincoln Hall - North Atrium,11:00 am - 2:00 pm,"October 25, 2019",12:00 pm,0
Womxn Rise Up: [Re]Creating Media for Black Girls,"University YMCA, 1001 S Wright St.",12:00 pm,"October 25, 2019","This fall, the University YMCA’s Friday Forum explores how inspiring women leaders are addressing not just issues that disproportionately affect womxn but also a myriad of the most pressing social and environmental issues in our communities. Join us as we celebrate the creativity, passion and impact of womxn working for progressive change.",0
YMCA Friday Forum: [Re]Creating Media for Black Girls,"Latzer Hall of the University YMCA, 1001 S. Wright Street, Champaign",12:00 pm,"October 25, 2019","[Re]Creating Media for Black Girls featuring Dr. Sheri Williams, Melt Magazine",0
YOGA at KAM,Krannert Art Museum: Hood Classroom,12:00 - 1:00 pm,"October 25, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum.,0
Yoga at the Museum (KAM),"Lower Level, Hood Classroom, Krannert Art Museum",12:00 - 1:00 pm,"October 25, 2019",A Friday lunchtime series of free yoga classes introduces participants to the fundamentals of hatha yoga. Please bring a mat and wear comfortable clothing. Held in the Hood Classroom on the lower level of the museum. (No session Nov 29 or Dec 6),0
Weekly Yoga and Meditation,Illini Union Room 406,6:00 - 7:00 pm,"October 25, 2019",De-stress and energize your mind and body with 1-hour of Yoga and Meditation. *Yoga mats will be provided. *No experience necessary ;),0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 25, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Titus Andronicus,Studio Theatre,7:30 pm,"October 25, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
"Celebrate the contributions of over 16,000 grad students, each one changing the world!",Graduate Student Appreciation Week,12:00am - 11:59pm,"October 26, 2019",Festival/Celebration,0
Center for the Physics of Living Cells at the Market,Urbana's Market at the Square: Corner of Illinois and Vine St.,8:00 am - 12:00 pm,"October 26, 2019","This week, the Ask a Scientist booth features Biophysicists from the Center for the Physics of Living Cells!",0
Sensorium 2019,"Beckman Institute Auditorium, Room 1025 and Beckman Institute East and Center Atrium",8:00 am,"October 26, 2019",Conference/Workshop,0
KAM Exhibition | All This Beauty and Color: Highlights from the WPA,"Main Level, Kinkead Gallery",12:00am - 11:59pm,"October 26, 2019",This exhibition showcases a selection of paintings created by American artists who were employed as part of the New Deal Works Progress Administration. This art is on long term loan to Krannert Art Museum from the United States Government and is cared for as part of the museum collection.,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 26, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
KAM Exhibition | Reinstallation of European and American Art,"Main Level, Bow and Trees Galleries",12:00am - 11:59pm,"October 26, 2019","The Bow and Trees Galleries, which have been freshly painted with new colors, feature thoughtful reinterpretations of KAM’s collection of European and American art from the 1300s to 1950.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 26, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
The Mysterious Muon,141 Loomis Laboratory,10:15 am,"October 26, 2019","Professor Aida El-Khadra, renowned expert in theoretical particle physics, will discuss her research in probing the smallest of particles of nature, and what those findings might reveal about the world around us.",0
Saturday Brunch,ARC Instructional Kitchen - 201 E. Peabody Dr. Champaign IL 61820,11:30 am - 1:00 pm,"October 26, 2019","Do you like breakfast but don’t feel like getting up at 8:00am? Come make new friends over the most important meal of the day, at a reasonable time.",0
Illinois Volleyball vs. Ohio State,Huff Hall,5:00 pm,"October 26, 2019",Sporting Event,0
August Wilson's Gem of the Ocean,Colwell Playhouse,7:30 pm,"October 26, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
Chicago Symphony Orchestra,Foellinger Great Halll,7:30 pm,"October 26, 2019","As one of the world’s premier orchestras returns to one of the world’s premier performance halls, David Afkham takes the podium for a program featuring Haydn, R. Strauss, and Brahms.",0
Titus Andronicus,Studio Theatre,7:30 pm,"October 26, 2019","One of Shakespeare’s earliest commercial successes, critics have sometimes dismissed the tragedy as a failure or as somehow “unShakespearean” for its abrupt tonal shifts and extreme violence.",0
Sensorium 2019,"Beckman Institute Auditorium, Room 1025 and Beckman Institute East and Center Atrium",8:00 am,"October 27, 2019",Conference/Workshop,0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 27, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
Illinois Soccer vs. Wisconsin,Demirjian Park,1:00 pm,"October 27, 2019",Sporting Event,0
Spooky Skate,University of Illinois Ice Arena - 406 E. Armory Ave. Champaign IL 61820,1:30 - 4:00 pm,"October 27, 2019",Join us for the spookiest event on campus with friends and family! Enjoy a FREE skate rental when you wear a costume! Prizes will be awarded throughout the event.,0
Dessert and Conversation: August Wilson's Gem of the Ocean,Krannert Room,2:00 pm,"October 27, 2019",Go behind the scenes with a pre-show conversation.,0
August Wilson's Gem of the Ocean,Colwell Playhouse,3:00 pm,"October 27, 2019","Part of August Wilson’s celebrated Pittsburgh Cycle, Illinois Theatre’s production is directed by long-time Wilson collaborator Chuck Smith and features a newly choreographed and composed City of Bones section in collaboration with Dance at Illinois.",0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 28, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 28, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Other,SPO Brown Bag--Julia Briskin & Thomas O’ Brien--UIUC,12:00 pm,"October 28, 2019",1:30 - 4:30 pm,0
Health/Fitness,Flu shots at UGL/ Undergraduate Library - Upper Level near Art Gallery,1:30 - 4:30 pm,"October 28, 2019",3:00 pm,0
"CLACS Lecture Series. ""Following The Water that Evaporates from the Amazon Forest""","101 International Studies Building, 910 S Fifth St, Champaign, IL 61820",3:00 pm,"October 28, 2019",Lecture,0
An Evening with Poe,Allerton Park - The Mansion,7:00 - 9:30 pm,"October 28, 2019",Other,0
Mindful Monday,"Undergrad Library, Reflection Room Lower Level",7:00 - 8:00 pm,"October 28, 2019",Schedule your study break to stop by and enjoy a relaxation technique facilitated by McKinley's Stress Management Peers. Pick up some stress related materials and resources.,0
An Evening with Poe,Allerton Park - The Mansion,7:00 - 9:30 pm,"October 29, 2019",Other,0
KAM Exhibition | Art Since 1948,"Main Level, Rosann Gelvin Noel Gallery",12:00am - 11:59pm,"October 29, 2019","With strengths in surrealism, abstract painting, mid-century kinetic and light works, and art addressing powerful themes of history, land use, and identity, ""Art Since 1948"" surveys the collection and encourages formal and conceptual connections across six decades.",0
Spurlock Museum exhibit | In Her Closet—How to Make a Drag Queen,"Spurlock Museum, 600 S Gregory St, Urbana",12:00am - 11:59pm,"October 29, 2019","When you hear “drag queen,” what comes to mind? The popularity of drag has exploded in recent years, and so have the questions and curiosities related to drag artistry. This exhibit explores these questions and curates a selection of costumes and materials loaned by several drag performers connected to the local area.",0
"The Good, the Bad, and the Ugly: Conservation Treatments and Decision Making Through the Ages","Main Library, Room 346",9:00 am - 5:00 pm,"October 29, 2019","While contemporary conservators strive to apply innovative modern conservation treatments for our objects, we see the good, the bad, and the ugly past repairs through the ages in our collections every day. In this exhibition, we bring together examples--many drawn from our own Rare Book & Manuscript Library--to show the dynamic practice of modern book & paper conservation.",0
Health/Fitness,Flu shots at Krannert Center for the Performing Arts - Lobby,11:00 am - 2:00 pm,"October 29, 2019",12:00 - 1:00 pm,0
AACC Food for Thought: Diwali Celebration,"Asian American Cultural Center Lounge, 1210 Nevada St, Urbana",12:00 - 1:00 pm,"October 29, 2019","Food for Thought, part of the Office of Inclusion and Intercultural Relation's Lunch on Us series, is a weekly noontime discussion focused on topics relevant to the Asian American community. Past discussions include topics such as nutrition, mental health, sexual health, and issues of queer Asian Americans.",0
"CSAMES Brown Bag series talk--Constructing Race, Enacting Empire at the 1939 Fez Congress of Moroccan Music",Lucy Ellis Lounge; 707 S. Mathews Ave.; Urbana,12:00 pm,"October 29, 2019",Lecture,0
Curious and Eclectic Seminar: Esther Ngumbi,Beckman 1005,12:00 pm,"October 29, 2019","Esther Ngumbi, assistant professor of entomology, is interested in chemical signaling between plants, insects, herbivores, and microorganisms. Lunch will be provided.",0
IGB Pioneer Seminar - GNDP,612 Conference Center Carl R. Woese Institute for Genomic Biology,12:00 pm,"October 29, 2019","Trudy Mackay, PhD Clemson University; Professor, Department of Genetics and Biochemistry",0
Mindfulness Meditation,Wohlers Hall - Rm. 174,12:00 - 12:50 pm,"October 29, 2019",This beginner-friendly course will introduce the concept of mindful meditation.,0
Lecture,REEEC Noontime Scholars Lecture: Anna Muller,12:00 pm,"October 29, 2019",12:00 pm,0
What Factors Drive the Changes in Water Withdrawals in the U.S. Agriculture and Food Manufacturing Industries?,Levis Faculty Center--Music Room (208),12:00 pm,"October 29, 2019",CAS Noonhour Presentation featuring 2018-19 CAS Associate Sandy Dall'erba.,0
Mindful Meditation,"Spurlock Museum, 600 S Gregory St, Urbana",12:30 - 1:00 pm,"October 29, 2019","During each 30–minute session, Mary Wolters of Green Yoga Spa will help participants bring a focus to their breathing and share tips for how to engage mindfully. No registration or special equipment is necessary, and participants may attend as many or few sessions as they like.",0
Health/Fitness,Flu shots at (ARC) Activities Recreation Center - Atrium,3:30 - 6:30 pm,"October 29, 2019",5:15 - 6:45 pm,0
